site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster,duration,date_time_year,date_time_month,date_time_day,srch_ci_year,srch_ci_month,srch_ci_day,srch_co_year,srch_co_month,srch_co_day
2,3,66,258,28561,1491.4611,633757,0,1,9,2,2,1,12206,6,0,1,2,50,628,1,5,2014,3,16,2014,6,30,2014,7,5
2,3,66,311,54425,2124.3887,133889,0,1,0,2,0,1,8976,1,0,2,4,52,202,87,7,2014,3,12,2014,11,9,2014,11,16
34,3,205,411,50761,1122.5171,130858,1,1,9,2,0,1,8250,1,0,1,2,50,628,79,5,2014,6,30,2014,10,21,2014,10,26
2,3,66,258,3470,1255.6177,123702,0,0,9,2,1,1,30185,4,0,1,2,50,1632,39,2,2013,10,27,2014,3,13,2014,3,15
2,3,66,174,24103,11.4282,1109469,0,0,9,2,0,1,12216,6,0,1,2,50,365,86,2,2014,5,1,2014,5,21,2014,5,23
2,3,66,226,11507,889.83,1088702,1,0,9,2,0,1,12188,6,0,2,4,8,110,50,1,2013,5,2,2013,5,8,2013,5,9
11,3,205,135,36086,418.8721,711777,1,0,9,2,0,1,26414,6,0,2,2,198,399,10,1,2014,12,8,2015,5,15,2015,5,16
2,3,66,356,4751,262.5875,132102,0,0,9,2,1,1,8288,1,0,1,2,198,399,2,2,2014,9,30,2014,12,29,2014,12,31
2,3,66,348,47997,2415.764,634477,0,1,3,3,1,2,8824,1,0,1,4,8,118,66,5,2014,9,29,2015,2,11,2015,2,16
2,3,66,462,8833,873.5842,186096,0,1,0,2,0,1,8250,1,0,1,2,50,628,19,1,2014,11,17,2014,11,21,2014,11,22
40,3,66,220,40105,1459.4929,787258,0,0,5,1,0,1,27703,6,0,1,2,50,646,59,3,2014,5,22,2014,6,19,2014,6,22
13,1,46,171,43387,5044.0045,993801,0,1,9,2,0,2,8854,1,0,2,2,198,402,74,7,2014,11,25,2015,2,13,2015,2,20
11,3,205,135,15542,455.9796,288229,0,1,1,1,0,1,26414,6,0,2,2,198,399,50,4,2014,10,1,2014,10,15,2014,10,19
13,1,63,480,38276,598.5875,707874,1,0,9,2,0,1,8234,1,0,1,6,7,8,25,3,2014,6,26,2014,7,26,2014,7,29
2,3,66,337,13529,1347.55,1039654,0,0,9,1,0,1,44250,8,0,1,2,50,406,28,1,2014,5,13,2014,5,13,2014,5,14
2,3,66,448,37123,130.3296,503888,1,0,0,2,1,1,11994,6,0,3,2,50,694,83,2,2013,3,28,2013,4,2,2013,4,4
2,3,66,258,4687,1193.1283,296413,0,1,9,1,0,1,12227,6,0,1,2,50,701,41,2,2014,9,8,2014,9,18,2014,9,20
2,3,66,311,30031,187.7647,481087,0,0,9,1,0,1,13395,4,0,1,2,50,675,10,2,2014,10,21,2014,11,4,2014,11,6
2,3,66,174,18354,5180.2106,489081,0,0,9,2,1,1,8747,1,0,1,3,106,107,72,1,2014,3,25,2014,4,12,2014,4,13
2,3,66,448,25538,2084.7657,666612,0,1,9,2,0,1,8250,1,0,1,2,50,628,38,5,2014,11,12,2015,1,29,2015,2,3
2,3,66,331,8655,4170.1484,590657,0,0,0,2,0,1,12246,6,0,1,6,204,27,61,1,2013,1,16,2013,5,10,2013,5,11
2,3,66,311,38374,3399.4661,1177211,0,0,3,2,0,1,23891,6,0,2,6,77,1900,22,2,2013,6,21,2013,7,12,2013,7,14
2,3,66,220,35388,1054.7789,248617,0,1,9,1,0,1,8267,1,0,1,2,50,675,21,1,2014,5,14,2014,6,6,2014,6,7
34,3,205,354,25315,351.6223,1062617,0,0,9,1,0,1,12281,6,0,2,2,50,191,9,2,2014,5,17,2014,7,11,2014,7,13
2,3,66,174,26774,500.9011,503525,0,0,9,3,1,1,8250,1,0,1,2,50,628,71,2,2014,3,23,2014,4,13,2014,4,15
2,3,66,337,30384,42.8031,191227,0,0,9,1,0,1,29033,4,0,1,2,50,675,91,1,2014,3,18,2014,3,20,2014,3,21
2,3,66,356,14443,7672.1748,986778,0,0,9,2,0,1,20227,1,0,1,3,182,82,61,5,2014,10,18,2015,1,1,2015,1,6
11,3,205,354,21728,230.3336,986710,0,0,9,2,0,2,26243,6,1,1,2,198,391,72,1,2013,7,22,2013,7,24,2013,7,25
2,3,66,318,3300,20.5996,1101341,0,0,9,2,0,1,3931,3,0,1,2,50,641,47,1,2014,9,30,2014,10,1,2014,10,2
2,3,66,335,19684,1745.5679,891427,0,1,9,2,1,1,11923,1,0,4,4,80,204,84,6,2014,8,31,2015,2,21,2015,2,27
13,1,46,347,38786,7232.6914,423449,0,0,9,2,0,1,783,1,1,1,3,5,98,36,2,2014,7,22,2014,8,21,2014,8,23
11,3,205,155,19334,1049.0211,425838,0,1,1,2,3,1,12175,6,0,1,2,50,366,28,4,2013,6,28,2013,11,6,2013,11,10
2,3,66,462,53645,2651.5701,655813,0,0,9,2,0,1,12204,6,0,1,2,50,214,44,7,2014,6,7,2014,6,15,2014,6,22
2,3,66,447,902,171.3478,903562,0,0,9,2,2,1,35453,4,0,1,2,50,1284,15,2,2014,6,12,2014,6,13,2014,6,15
2,3,66,318,33841,582.932,583182,0,0,9,2,3,1,263,1,0,1,2,50,455,94,3,2014,4,25,2014,6,27,2014,6,30
2,3,66,318,17329,92.9384,749223,0,0,0,2,0,1,1053,1,0,1,2,50,543,23,1,2014,8,21,2014,8,23,2014,8,24
2,3,66,363,50617,2150.66,623773,0,1,9,1,0,1,8250,1,0,4,2,50,628,1,5,2013,3,17,2013,5,8,2013,5,13
2,3,66,311,17552,2571.9804,505181,0,0,9,1,0,1,35991,6,1,1,2,50,368,37,1,2014,9,18,2014,10,2,2014,10,3
23,1,1,304,28782,208.5025,14181,0,0,9,4,4,2,21793,4,0,1,6,144,1323,3,2,2013,4,24,2013,6,13,2013,6,15
2,3,66,348,44967,4364.6223,109788,0,1,1,2,0,1,8746,1,0,1,6,105,29,99,5,2013,3,26,2013,5,23,2013,5,28
11,3,205,155,14703,2797.19,316291,0,0,0,2,1,1,12225,6,0,4,2,50,701,96,1,2013,8,28,2014,1,4,2014,1,5
11,3,205,385,46963,205.9363,124407,0,0,0,2,0,1,15430,1,0,1,2,50,534,42,1,2013,5,2,2013,5,18,2013,5,19
2,3,66,220,18876,1080.7845,226106,0,1,4,1,0,1,11439,1,1,1,4,163,1503,65,6,2013,9,3,2013,9,22,2013,9,28
2,3,66,174,16634,5438.6718,507593,0,0,9,2,0,1,12541,5,0,5,6,79,16,2,1,2014,6,30,2014,8,17,2014,8,18
23,1,1,441,3362,457.4997,472066,0,0,5,2,0,1,8797,1,0,2,6,144,1450,90,1,2014,9,24,2014,10,1,2014,10,2
2,3,66,314,14867,8944.6096,1050928,0,0,2,2,0,1,21222,1,0,2,3,152,73,27,4,2014,11,20,2014,12,27,2014,12,31
11,3,205,385,38093,624.2936,137789,0,0,9,2,2,1,11994,6,0,1,2,50,694,28,7,2013,9,13,2014,8,1,2014,8,8
2,3,66,311,17552,297.4621,925967,0,0,9,4,1,2,24639,6,1,1,2,50,1148,82,1,2014,9,17,2014,10,12,2014,10,13
2,3,66,149,55489,268.983,353960,0,0,9,2,2,1,40768,4,0,1,2,50,634,16,2,2014,11,1,2014,11,7,2014,11,9
11,3,205,155,14703,5077.2297,551869,0,0,9,2,1,1,14800,1,0,1,6,204,943,14,4,2013,6,12,2013,7,21,2013,7,25
2,3,66,448,32351,729.1314,890638,0,0,9,3,1,1,8268,1,1,1,2,50,682,49,7,2014,9,28,2014,12,21,2014,12,28
2,3,66,346,31371,339.902,48224,0,0,9,2,0,1,51343,6,0,1,2,50,539,47,1,2014,7,11,2014,7,23,2014,7,24
2,3,66,143,25309,429.5215,92594,0,0,9,2,1,1,26663,1,0,1,2,50,707,7,3,2014,3,17,2014,7,24,2014,7,27
11,3,205,155,9118,7987.3594,455074,1,0,9,2,0,1,8819,1,0,2,3,168,1242,99,4,2014,12,7,2014,12,13,2014,12,17
13,1,46,172,56153,578.1316,714136,0,0,9,1,0,1,1645,1,0,1,6,204,1115,46,2,2014,3,1,2014,3,28,2014,3,30
2,3,66,174,39381,245.638,88613,0,1,4,1,0,1,8250,1,1,1,2,50,628,79,5,2013,10,30,2014,1,25,2014,1,30
2,3,66,348,48109,36.654,1191191,0,0,3,2,0,1,8267,1,0,1,2,50,675,41,1,2014,8,8,2014,8,9,2014,8,10
11,3,205,135,30464,272.6628,481882,0,0,9,4,2,2,8798,1,0,3,2,198,374,4,1,2013,12,13,2013,12,14,2013,12,15
2,3,66,331,38921,638.2419,1131030,0,0,1,1,0,1,7635,3,1,1,2,50,675,70,3,2014,6,22,2014,7,8,2014,7,11
2,3,66,311,5405,2369.5325,501059,0,1,9,1,0,1,8250,1,0,2,2,50,628,88,4,2014,1,23,2014,5,1,2014,5,5
2,3,66,220,43026,128.8473,349441,0,0,9,2,2,1,26051,6,0,1,2,50,1235,9,2,2014,9,7,2014,12,24,2014,12,26
11,3,205,135,27655,186.0739,424743,0,0,9,2,0,1,11629,1,0,1,2,198,370,26,1,2014,6,17,2014,7,19,2014,7,20
2,3,66,442,35390,879.5036,764543,0,1,9,2,0,1,8810,1,0,1,4,8,1532,34,5,2014,11,28,2015,7,10,2015,7,15
2,3,66,332,2113,2438.2178,957930,0,1,9,4,0,1,12650,5,0,1,4,47,1508,65,7,2014,1,10,2014,3,13,2014,3,20
2,3,66,348,24562,1606.868,644815,0,1,9,2,0,1,8814,1,0,4,4,51,1509,18,6,2014,10,28,2015,2,10,2015,2,16
2,3,66,337,47718,208.4531,29816,0,0,9,1,0,1,8846,1,0,1,2,50,691,76,1,2014,4,16,2014,5,24,2014,5,25
11,3,205,385,45494,463.5817,1131959,0,0,0,1,1,1,26023,6,0,3,2,198,397,91,1,2014,12,9,2014,12,12,2014,12,13
2,3,66,174,18885,41.8815,322242,0,0,0,2,0,1,12269,6,0,3,2,50,1230,19,1,2014,6,26,2014,10,18,2014,10,19
2,3,66,220,18876,2174.6613,20508,0,0,9,3,0,1,8254,1,0,1,2,50,365,55,4,2014,10,30,2015,1,15,2015,1,19
2,3,66,174,16878,2338.6456,1131200,0,0,9,4,0,1,8268,1,0,1,2,50,682,90,4,2014,9,15,2014,11,4,2014,11,8
2,3,66,174,18354,581.7983,765786,0,0,1,2,0,1,35453,4,0,1,2,50,1284,85,1,2014,5,11,2014,5,25,2014,5,26
2,3,66,363,12346,395.5653,80439,0,0,9,1,1,1,26533,6,1,1,2,50,727,94,4,2014,6,26,2014,7,3,2014,7,7
2,3,66,311,35963,51.957,126073,0,0,1,2,0,1,28622,6,0,1,2,50,691,43,1,2014,10,21,2014,11,8,2014,11,9
2,3,66,322,23659,276.2851,14471,0,0,9,2,0,1,42630,3,0,3,2,50,637,59,1,2014,12,27,2015,1,3,2015,1,4
2,3,66,220,47307,172.4892,758840,0,0,9,2,1,1,14127,4,0,1,2,50,682,32,1,2014,6,24,2014,6,28,2014,6,29
2,3,66,174,24103,2120.6019,269120,0,1,9,2,0,1,5405,6,0,5,4,8,126,30,6,2014,8,16,2014,12,20,2014,12,26
2,3,66,322,31358,1083.8254,551902,0,0,1,1,0,1,14810,1,0,1,2,50,498,51,1,2013,9,6,2013,9,9,2013,9,10
2,3,66,318,19304,1704.4744,746177,0,0,9,3,0,1,12206,6,0,1,2,50,628,1,5,2013,12,28,2014,2,16,2014,2,21
2,3,66,348,48862,2232.2167,802679,0,0,0,2,0,1,12206,6,0,1,2,50,628,1,4,2014,9,7,2014,9,8,2014,9,12
2,3,66,348,53377,1550.3465,318261,0,1,4,6,0,3,8791,1,0,4,4,8,110,96,4,2014,5,26,2014,8,6,2014,8,10
23,1,1,368,43767,624.5524,731204,1,1,0,2,0,1,8745,1,0,1,6,204,27,25,3,2014,1,20,2014,2,6,2014,2,9
2,3,66,363,12346,5149.3407,457224,0,0,9,2,0,1,8115,3,0,2,6,208,1480,64,2,2014,6,16,2014,9,13,2014,9,15
2,3,66,314,23068,401.2762,36859,0,0,1,2,0,1,12015,1,0,1,2,50,527,95,1,2014,3,16,2014,4,17,2014,4,18
